2167,Smith-Knapp,2.6,376
2168,Jones Ltd,3.6,248
2169,Rice-Mcdonald,3.7,44
2170,Hart PLC,4.9,243
2171,Luna-Lee,3.4,96
2172,Atkins-Sanchez,1.5,171
2173,"Atkinson, Mccarthy and Castillo",2.7,27
2174,Kirby and Sons,1.2,247
2175,Gould Group,3.9,35
2176,Lopez-Jordan,2.5,228
2177,Shannon-Chandler,3.9,0
2178,Leach-Smith,2.5,27
2179,Turner-Curtis,2.7,241
2180,"Mcgrath, Reyes and Bell",0.5,33
2181,Williamson-Ray,4.4,171
2182,"Trujillo, Floyd and Howell",2.5,281
2183,Walton-Banks,3.6,105
2184,Yu-Figueroa,0.4,379
2185,Thomas PLC,4.0,261
2186,"Dorsey, Gillespie and Evans",0.7,99
2187,Espinoza-Mccarthy,1.7,112
2188,Mckinney and Sons,1.8,15
2189,Guerrero-White,0.6,58
2190,Barnes LLC,4.9,80
2191,Gray-Schwartz,4.9,257
2192,"Crawford, Sawyer and Smith",3.9,361
2193,"Nichols, Gilmore and Walker",3.8,352
2194,Kaiser Ltd,3.6,323
2195,Salazar and Sons,3.2,123
2196,"Mcdaniel, Castro and Khan",2.0,121
2197,Diaz Inc,1.8,309
2198,"Palmer, Little and Roberts",3.1,348
2199,Keller PLC,2.3,335
2200,"Williams, Mccullough and Ibarra",1.4,157
2201,Francis Inc,3.2,30
2202,Mcgee-Page,0.9,368
2203,"Lee, Smith and Blake",4.6,140
2204,Fowler-Murray,3.5,177
2205,"Bridges, Williams and Johnson",3.7,291
2206,"Swanson, Boyd and Franco",2.4,164
2207,"Armstrong, Alvarado and Bryant",1.8,396
2208,Rodriguez and Sons,1.5,318
2209,Miller-Hayes,1.4,392
2210,Lewis LLC,3.6,259
2211,Hughes Inc,1.6,171
2212,"Pearson, Guerrero and Rowland",2.0,33
2213,"Hayes, Hogan and Campbell",2.5,98
2214,"Lane, Gonzales and Hernandez",3.0,142
2215,"Tran, Williams and Rogers",2.3,44
2216,Smith and Sons,4.9,351
2217,"Johnson, Rowe and Gordon",1.2,371
2218,Estrada-Johnson,4.4,184
2219,Barron and Sons,4.7,333
2220,Henry PLC,0.3,129
2221,Evans Group,2.7,310
2222,Yang-Cortez,4.0,332
2223,Manning Inc,4.0,324
2224,"Odom, Morales and Mccoy",4.1,139
2225,"Osborne, Owens and Young",3.8,162
2226,Hall Group,4.9,169
2227,Burns LLC,1.8,307
2228,"Jenkins, Parks and Serrano",4.3,395
2229,Thomas-Marsh,1.1,385
2230,"Merritt, Green and King",2.4,357
2231,Lewis LLC,3.1,228
2232,"Jones, Hernandez and Payne",1.8,374
2233,Craig Group,2.5,105
2234,Watkins LLC,3.6,372
2235,Smith-Perez,4.0,370
2236,"Paul, Lewis and Compton",0.7,195
2237,Hart-Cook,3.4,201
2238,Krueger-Martinez,1.8,318
2239,Garrett-Peterson,1.9,90
2240,Leonard-Clark,1.0,308
2241,"Roberts, Floyd and Gibbs",4.8,130
2242,Colon Ltd,3.6,161
2243,"Harris, Brown and Garrett",4.9,337
2244,"Fuller, Anderson and Green",1.6,191
2245,Anderson PLC,2.9,277
2246,Welch-Payne,3.7,274
2247,Brown LLC,4.4,90
2248,Chavez-Fisher,3.4,156
2249,Lester-Solomon,0.3,315
2250,"Shaffer, Mcguire and Jacobs",1.4,324
2251,Washington and Sons,3.1,195
2252,Bullock Group,1.9,266
2253,Diaz-Spence,4.0,376
2254,"French, Griffin and Lloyd",2.5,376
2255,Hernandez LLC,4.6,127
2256,"Sanders, Gonzalez and Rhodes",0.1,241
2257,Wilson-Lopez,0.2,34
2258,Adams-Schmidt,0.4,372
2259,"Guerrero, Klein and Turner",0.8,238
2260,"Sweeney, Durham and Bailey",0.9,200
2261,"Steele, Kennedy and Velasquez",4.2,108
2262,"Blanchard, Sheppard and Gonzalez",1.7,158
2263,"Wilkins, Beasley and Carroll",2.0,241
2264,Reynolds and Sons,4.5,304
2265,Castillo Inc,2.7,18
2266,"Fernandez, Brown and Lynch",2.0,373
2267,Willis-Wilson,2.0,375
2268,"Ford, Collins and Mora",1.6,343
2269,"Shelton, Pope and Rodriguez",0.7,12
2270,Martin-Morris,1.6,171
2271,"Richards, Stone and Martinez",4.7,220
2272,"Davis, Wright and Ruiz",0.1,345
2273,Neal Inc,0.6,174
2274,"Franklin, Schwartz and Warren",4.1,156
2275,Mcgee-Serrano,1.7,4
2276,Jones-Velazquez,1.8,327
2277,Case-Vazquez,2.9,56
2278,Hunt Group,2.6,9
2279,"Brady, Kelly and Robinson",0.4,67
2280,"Gonzalez, Foley and Thornton",3.3,30
2281,Thomas-Campbell,3.1,269
2282,Hanson-Andersen,4.7,60
2283,Sanders Group,2.2,76
2284,Matthews-Trujillo,2.7,300
2285,Moreno-Ramirez,2.6,149
2286,"Hicks, Wilkerson and Cunningham",4.7,267
2287,"Hanson, Prince and Thomas",2.6,30
2288,Vang Ltd,4.9,110
2289,"Boyle, Gutierrez and Cruz",3.5,104
2290,Mills LLC,4.2,308
2291,"York, Mills and Sawyer",3.0,321
2292,Morgan-Griffin,3.3,50
2293,Jacobson-Summers,1.1,292
2294,Bartlett-Harvey,3.5,274
2295,"Rodriguez, Gonzalez and Hanson",3.7,224
2296,Mann-Wright,4.0,268
2297,Rush and Sons,4.6,260
2298,"Padilla, Hood and Costa",2.6,179
2299,Smith-Bradshaw,1.6,87
2300,"Coleman, Mckinney and Lee",3.3,51
2301,"Sanders, Garcia and Santos",3.0,6
2302,"Cruz, Martinez and Campbell",1.6,257
2303,Stevens PLC,0.2,21
2304,Patel-Williams,2.0,251
2305,Brown-Davis,1.0,223
2306,Williams-Miller,2.8,1
2307,Young-Scott,2.6,6
2308,"Allen, Walker and Braun",3.2,24
2309,Allen PLC,4.0,261
2310,Robles LLC,0.7,23
2311,"Johnson, Steele and Wallace",4.3,62
2312,"Herrera, Smith and Cantu",1.1,13
2313,Johnson PLC,2.7,299
2314,Johnson-Terrell,4.4,14
2315,Hester-Horn,5.0,119
2316,Herrera PLC,2.7,76
2317,Foley-Rodriguez,4.9,285
2318,Cannon Group,1.0,95
2319,Armstrong PLC,3.0,56
2320,"Garcia, Gonzalez and Brooks",1.2,6
2321,Rangel-Browning,3.1,165
2322,Thomas PLC,4.9,278
2323,Thornton and Sons,1.6,299
2324,Rowland-Green,3.6,133
2325,Hodges and Sons,4.4,400
2326,Mccarthy-Watson,0.7,124
2327,Fisher and Sons,0.6,293
2328,Harris-White,0.4,114
2329,Whitney Group,0.9,325
2330,"Rojas, Logan and Sosa",3.5,18
2331,Mason-Simpson,3.9,330
2332,Miller-Gonzalez,4.0,129
2333,Mitchell-Morgan,1.0,65
2334,Horton LLC,4.1,177
2335,Martinez-Gay,0.7,313
2336,Floyd-Cameron,2.8,329
2337,"Carter, Phillips and Valenzuela",3.4,199
2338,Brady-Harvey,1.3,292
2339,"Weeks, Trujillo and Reed",2.5,76
2340,"Moon, Fuller and Reyes",0.9,345
2341,Sanford-Greene,3.0,28
2342,Schmidt PLC,0.4,191
2343,Sosa-Serrano,0.7,156
2344,"Thompson, Palmer and Wright",3.5,197
2345,"Buck, Anderson and Chase",3.7,158
2346,"Jones, Perkins and Benton",0.8,171
2347,Washington Ltd,3.5,150
2348,"Washington, Garza and Hogan",2.8,223
2349,Colon LLC,1.8,244
2350,"Schneider, White and Alvarez",2.3,222
2351,"Alexander, Lee and Gates",0.5,15
2352,"Moss, Blevins and Sandoval",4.6,173
2353,Garcia Inc,0.3,325
2354,Morris and Sons,2.6,8
2355,"White, Hughes and Sandoval",2.8,337
2356,Phillips-Briggs,3.8,228
2357,Weber Ltd,0.9,86
2358,"Gibbs, Dougherty and Gutierrez",1.8,219
2359,Luna LLC,4.2,265
2360,Freeman Group,0.6,256
2361,"Stevens, Lopez and Mitchell",2.1,251
2362,"Marsh, Willis and Maxwell",2.2,264
2363,Clark Ltd,0.9,182
2364,"Hurst, Williams and Elliott",1.7,188
2365,Reed-Gonzalez,4.2,232
2366,Morgan-Copeland,4.0,88
2367,Powell-Young,0.6,75
2368,Peterson Group,0.1,284
2369,Herrera PLC,0.5,266
2370,Humphrey-Curry,4.0,282
2371,Thomas Inc,4.5,331
2372,Schneider and Sons,1.5,276
2373,"Anderson, Li and Hughes",3.5,399
2374,Ortega-Brown,2.0,396
2375,Howard-Moore,4.4,83
2376,Mcbride LLC,4.6,244
2377,Sanchez-Pugh,2.6,341
2378,Allison Ltd,1.1,41
2379,Cook-Lawson,1.0,310
2380,Lowe and Sons,0.3,337
2381,Craig PLC,0.5,319
2382,Schneider-Garner,3.5,170
2383,Macdonald Inc,2.6,5
2384,"Brown, Smith and Woods",2.6,227
2385,Garcia and Sons,0.2,203
2386,Compton-Tucker,0.7,198
2387,"Brock, Brooks and Jenkins",4.2,202
2388,Bauer-Humphrey,2.0,54
2389,"Reed, Cortez and Bishop",1.2,26
2390,Oliver-Robertson,0.8,128
2391,Thompson Ltd,2.9,138
2392,"Hernandez, Brown and Cooper",2.9,0
2393,Ware-Strickland,2.0,247
2394,Williams-Williams,4.6,330
2395,"Vang, Smith and Shaw",1.5,148
2396,Collins-Hines,2.1,206
2397,Thomas-Kelley,3.2,117
2398,Larson-Moore,1.5,376
2399,"Avila, Brown and Fletcher",0.4,201
2400,Miller PLC,1.6,130
2401,"King, Wagner and Hughes",1.0,333
2402,"Cline, James and Ashley",3.2,41
2403,"Bailey, Thompson and Evans",2.7,130
2404,Davis-Cole,1.5,97
2405,"Washington, Perkins and Contreras",4.5,282
2406,Allen-Ross,0.7,71
2407,Sweeney-Sampson,3.6,268
2408,Kennedy Ltd,0.4,48
2409,"Ingram, Wilson and Cervantes",2.2,122
2410,Ruiz-Ward,4.8,246
2411,Mcbride-Smith,4.4,271
2412,"Morris, White and Salinas",4.8,0
2413,Frazier-Rodriguez,1.4,235
2414,Mcknight Group,3.8,289
2415,Mccall-Perez,2.3,227
2416,"Wheeler, Johnson and Rivas",0.4,12
2417,"Moran, Brown and Bennett",4.3,36
2418,Velasquez LLC,4.2,249
2419,Howard LLC,1.0,378
2420,"Blevins, Kennedy and Garcia",4.8,145
2421,"Erickson, Hatfield and Simon",3.5,81
2422,"Beck, Warren and Miller",2.4,240
2423,"Sims, Jenkins and Smith",3.5,112
2424,Butler and Sons,3.5,143
2425,"House, Mcintosh and Compton",1.4,197
2426,Arnold Inc,0.5,231
2427,Morgan Group,4.0,361
2428,Thomas LLC,1.9,56
2429,Hall Inc,1.1,326
2430,Wright-Brown,1.9,380
2431,"Snyder, Leon and Long",0.2,174
2432,Branch LLC,3.0,114
2433,"Williamson, Harrison and Holder",1.3,304
2434,Harris LLC,3.9,368
2435,Ball-Keller,1.1,361
2436,"Taylor, Hawkins and Morales",4.6,80
2437,Beasley-West,3.6,16
2438,"Torres, Smith and Mejia",1.5,385
2439,Flores-Cortez,2.0,337
2440,"Vasquez, Clark and Perez",1.9,314
2441,Jackson LLC,0.4,202
2442,"Duffy, Carlson and Lee",3.3,259
2443,"Glenn, Stevenson and Lyons",3.7,219
2444,Gould and Sons,3.3,335
2445,Gonzales-Thomas,4.6,371
2446,"Walters, Vasquez and Price",0.9,145
2447,"Ponce, Allen and Burke",0.7,274
2448,Meyers-Sweeney,2.5,102
2449,"Kelly, Jones and Cunningham",3.9,307
2450,Smith-Brennan,2.2,11
2451,Morris-Taylor,4.1,133
2452,Nicholson Group,1.6,177
2453,Cowan Ltd,1.8,180
2454,Young and Sons,3.0,288
2455,"Everett, Russell and Reed",3.3,195
2456,Martin-Wells,1.6,236
2457,Montes Group,4.4,18
2458,"Frazier, Wilson and Brown",2.5,275
2459,Lee Ltd,1.6,99
2460,Jackson and Sons,3.8,267
2461,Carter Inc,1.0,355
2462,"Valenzuela, Andrade and Gibbs",0.9,339
2463,Thompson Group,4.9,224
2464,Weaver Inc,3.1,302
2465,Bentley Inc,1.7,24
2466,Adams-Roberson,3.0,177
2467,"Walker, Bailey and Todd",2.2,320
2468,"Santiago, Vazquez and Henson",4.1,152
2469,"Ward, Jones and Hale",1.2,349
2470,"Singh, Hayden and Mccoy",1.8,170
2471,Perez and Sons,3.8,148
2472,"Green, Thompson and Lawson",4.0,85
2473,"Keith, Castillo and King",4.9,327
2474,Peters-Wright,1.9,209
2475,Montes Ltd,2.3,338
2476,"Murphy, Serrano and Silva",4.6,282
2477,Graham Ltd,1.5,77
2478,Gonzalez Ltd,2.2,226
2479,"Green, Stone and Terry",4.2,353
2480,Smith-Lewis,4.9,0
2481,"Morris, Casey and Stewart",1.5,156
2482,Martin-Hardy,4.2,11
2483,Hudson PLC,4.5,350
2484,Brown-White,2.1,375
2485,Simmons-Stewart,2.9,16
2486,Henderson PLC,1.3,158
2487,"Miller, Reed and Ray",0.6,63
2488,Jordan-Orr,1.4,289
2489,Ramirez-Garcia,0.4,198
2490,Davis LLC,5.0,111
2491,"Pena, Beasley and Frederick",0.4,205
2492,"Cook, Hurley and Thompson",4.4,367
2493,"Rodriguez, Erickson and Spence",2.7,305
2494,Ross Group,4.8,226
2495,Shaw-Yang,0.6,351
2496,Baldwin PLC,4.3,345
2497,Weber-Romero,3.3,393
2498,Beasley-Gonzalez,4.7,17
2499,Leon and Sons,2.1,208
2500,Aguilar-Ward,2.9,380
2501,Miller Group,1.3,236
2502,Wells-Smith,3.9,294
2503,Freeman-Adams,2.4,253
2504,Hoffman-Gillespie,1.8,347
2505,Davenport Group,3.7,10
2506,Jordan PLC,2.2,62
2507,Hines Inc,0.5,388
2508,"Holland, Scott and Owens",0.9,398
2509,"Huerta, Lambert and Jones",1.9,35
2510,Cook-Chavez,0.4,317
2511,Ramsey-Hall,3.8,78
2512,Randall-Roy,3.6,306
2513,Russell-Foley,1.5,111
2514,Quinn-Palmer,3.4,156
2515,Mays Inc,2.8,219
2516,Young PLC,4.9,237
2517,Williams-Miller,1.4,179
2518,Bond PLC,2.8,5
2519,"Frazier, Daugherty and Mclaughlin",4.9,118
2520,Boyd Ltd,3.7,133
2521,Walker Group,3.4,171
2522,"Ramirez, Roy and Alvarado",2.5,107
2523,"Sims, Weaver and Cox",1.7,355
2524,"Carter, Wilson and Mcpherson",3.1,339
2525,Caldwell-Gibson,3.4,25
2526,Hayes-Allen,4.3,269
2527,"Wilson, Watson and Larson",4.6,52
2528,"Rush, Meyer and Graham",4.1,185
2529,Parker-Johnson,1.0,383
2530,"Schmidt, Aguilar and Gray",4.3,182
2531,Miller-Jackson,2.3,77
2532,Snow and Sons,2.1,116
2533,Coleman-Arellano,0.1,266
2534,Fox Group,0.9,238
2535,Rocha Ltd,4.8,173
2536,"Reynolds, Morris and Turner",0.3,145
2537,"White, Burns and Tran",0.9,223
2538,James-Johnson,0.8,12
2539,Torres Group,0.7,94
2540,"Barrett, Sanchez and Kent",2.7,386
2541,"Welch, Simmons and Allen",2.6,337
2542,Khan PLC,3.5,39
2543,Schroeder-Smith,4.1,246
2544,"Raymond, Cervantes and Walker",0.7,158
2545,Oneal LLC,0.2,125
2546,"Paul, Wheeler and Walters",3.2,315
2547,Gordon-Smith,2.1,397
2548,Watson-Cowan,3.3,382
2549,Hart-Barajas,0.9,352
2550,Soto-Larson,4.5,242
2551,Clark-Hamilton,3.1,253
2552,"Fischer, Thompson and Hoover",3.2,251
2553,"Kim, Shaw and Cantu",3.3,160
2554,Davis-Garcia,0.7,319
2555,Brown-Pruitt,4.8,195
2556,"Blankenship, Fischer and Green",1.5,263
2557,Snyder Group,3.9,342
2558,"Oconnor, Park and Hayes",1.0,117
2559,"Morton, Mason and Chaney",2.0,213
2560,Brown-Rodriguez,0.8,394
2561,Smith PLC,3.7,333
2562,Sullivan-Ayala,2.5,266
2563,Ruiz Inc,2.9,279
2564,Cummings-Garcia,1.8,349
2565,"Henry, Butler and Joyce",4.2,70
2566,Hart LLC,4.1,48
2567,"Garcia, Newton and Wolfe",3.4,74
2568,Bryant Ltd,3.7,162
2569,"Grant, Butler and Hernandez",4.0,95
2570,"Gilbert, White and Griffin",4.8,345
2571,"Phillips, Rivera and Brown",3.7,30
2572,"Webster, Tanner and Johnson",4.2,51
2573,Snyder PLC,2.8,355
2574,Dickson Group,3.0,304
2575,Smith Group,1.9,243
2576,Simpson-Schmitt,3.4,125
2577,"Cooper, Peters and Johnson",4.1,300
2578,"Ray, Lin and Figueroa",2.7,23
2579,Cook and Sons,4.9,304
2580,Jordan LLC,4.7,134
2581,Knapp-Alexander,0.1,114
2582,Smith-Calhoun,3.4,309
2583,"Brown, White and Mendoza",4.8,4
2584,Miranda Ltd,4.8,170
2585,"Lee, Carpenter and Burns",0.9,124
2586,Garrett-Myers,0.9,275
2587,"Robinson, Marshall and Robinson",0.6,52
2588,Johnson-Smith,2.9,150
2589,Matthews-Black,2.4,334
2590,"Nguyen, Keller and Wallace",4.5,131
2591,Hall Ltd,2.2,156
2592,Carroll PLC,4.2,326
2593,"Berry, Howe and Williams",0.0,4
2594,Gill-Foster,4.0,342
2595,Ingram PLC,1.9,252
2596,Hess-Collins,1.0,128
2597,Sharp-Owens,4.9,332
2598,Watts-Gardner,4.1,121
2599,"Scott, Perez and Wright",3.4,75
2600,Noble Ltd,0.3,125
2601,Gonzalez Ltd,1.2,331
2602,Douglas-Williams,4.9,137
2603,Johnson-Mckee,2.5,348
2604,Jenkins-Dunn,1.3,9
2605,"Sharp, Russell and Johnson",2.5,168
2606,Evans-Anderson,4.1,370
2607,Adkins Ltd,4.4,178
2608,Powell Ltd,3.6,228
2609,"Adams, Hernandez and Martinez",3.1,314
2610,Clark Group,0.8,340
2611,Nelson-Thompson,2.8,24
2612,Wagner-Stewart,4.4,55
2613,"Hall, Jones and Newton",0.3,73
2614,Lindsey PLC,2.6,202
2615,"Carter, Barrett and Johnson",4.3,296
2616,"Kelly, Velez and Hancock",0.6,259
2617,"Ortiz, Thompson and Quinn",3.0,103
2618,Miller-White,1.0,180
2619,Hamilton-Brown,3.7,307
2620,Smith Group,4.0,309
2621,"Myers, Hensley and Buck",0.7,10
2622,"Ferguson, Wall and Weaver",4.2,119
2623,Wilson PLC,4.2,383
2624,"Nelson, Richards and Miller",4.0,359
2625,Harrington-Shaw,0.2,196
2626,"Peters, Jensen and Roman",1.4,353
2627,Graham-Smith,3.2,281
2628,"Robinson, Kidd and Freeman",4.2,283
2629,Francis PLC,3.7,42
2630,Gomez PLC,1.0,180
2631,"Brennan, Nelson and Moon",0.9,241
2632,"Hampton, Kemp and Morrison",1.3,32
2633,Woods-Reyes,3.3,305
2634,Osborne-Cortez,3.8,220
2635,Bullock-Johnson,2.1,112
2636,Cole-Taylor,4.2,70
2637,Rosario PLC,1.1,226
2638,"Jackson, Hawkins and Fuentes",2.4,26
2639,"Barker, Burke and Munoz",3.4,242
2640,"Patterson, Ferguson and Werner",2.8,137
2641,"Salinas, Jones and Johnson",1.8,6
2642,"Ayala, Murphy and Contreras",3.5,246
2643,"Hawkins, Howard and Parker",1.5,50
2644,Hall Inc,1.7,207
2645,Page and Sons,0.1,384
2646,Rojas-Buckley,4.4,262
2647,Mcintosh-Simpson,2.9,323
2648,Mendez Ltd,4.5,15
2649,Herman Inc,2.3,199
2650,"James, Doyle and Walker",3.5,251
2651,Deleon-Smith,4.6,196
2652,"Herring, Davis and Anderson",4.9,298
2653,Shaw-Snyder,4.8,350
2654,"Solomon, Forbes and Dunlap",1.8,109
2655,Bennett Ltd,3.2,209
2656,Marshall LLC,0.4,194
2657,Garcia LLC,2.2,143
2658,"Hamilton, Butler and Barnes",4.9,88
2659,"Harris, Trujillo and Greer",3.5,106
2660,Lewis-Jackson,4.3,128
2661,Lowe-Barnes,3.9,199
2662,"Ward, Lester and Patterson",0.8,99
2663,Harvey-Davis,0.1,283
2664,Clark-Pena,1.4,89
2665,Wise-Bauer,4.0,113
2666,Aguirre-Phillips,2.7,191
2667,"Carpenter, Smith and Burke",1.1,299
2668,"Nunez, Nguyen and Hernandez",2.0,50
2669,"Sellers, Donovan and Frye",3.9,69
2670,Strong PLC,3.5,353
2671,Thomas Ltd,0.5,166
2672,Reed-Fowler,4.1,350
2673,Jones-Swanson,2.5,77
2674,Sims LLC,4.7,320
2675,Chapman-Erickson,3.5,316
2676,"Snyder, Patrick and Richardson",3.6,318
2677,"Wilson, Thompson and Phillips",3.4,168
2678,Bush Group,1.7,62
2679,"Williams, Reyes and Lin",4.0,130
2680,Hale Ltd,1.8,305
2681,Weaver-Hayden,3.3,50
2682,Buck-Harris,2.6,333
2683,Powell-Henry,2.7,247
2684,"Roberts, Simmons and Chavez",1.3,373
2685,Walsh Ltd,4.2,113
2686,Hall-Brown,2.1,309
2687,Oliver LLC,1.1,38
2688,Bell-Rodgers,4.8,183
2689,"Manning, Elliott and Barker",1.3,41
2690,"Rhodes, Olson and Parker",1.5,82
2691,"Berry, Rodriguez and Horton",5.0,206
2692,"Roberson, Thomas and Aguilar",1.9,238
2693,"Brown, Mayo and Jones",0.2,88
2694,Sanchez-Berry,4.3,258
2695,Brooks-Zuniga,4.1,75
2696,Beasley-Goodman,1.5,198
2697,"Lewis, Allen and Jones",4.9,82
2698,Williams LLC,3.8,36
2699,"Perez, Krause and Cain",0.5,368
2700,Williams-Wells,0.6,261
2701,"Wagner, Brown and Martinez",3.5,93
2702,Chavez Inc,4.8,42
2703,Blair Group,1.2,273
2704,"Miller, Jones and Hines",0.3,121
2705,Ramsey-Parker,4.7,42
2706,"Jones, Payne and Bird",2.4,93
2707,Cook-Mason,4.0,152
2708,Wilson-Bean,3.5,143
2709,Cabrera-Gonzales,0.9,226
2710,"Watkins, Hayden and Andrade",0.9,68
2711,Bond-Wilkinson,0.5,59
2712,"Wilson, Morrison and Ponce",2.5,300
2713,"Smith, Duffy and Clark",2.7,97
2714,"Miller, Sanchez and Brown",3.6,286
2715,White PLC,2.4,111
2716,Rodriguez PLC,1.8,277
2717,Johnson-Mack,2.9,182
2718,Norman-George,1.0,88
2719,Klein Group,3.8,219
2720,"Barnes, Thompson and Allen",1.7,333
2721,Johnson-Lewis,4.6,202
2722,Lindsey Group,1.5,141
2723,Vance-Anderson,2.8,285
2724,Johnson-Wright,3.3,352
2725,Lara-Roberts,0.3,368
2726,"Vaughn, Vega and Williams",3.1,167
2727,Roberts LLC,3.1,7
2728,"Jenkins, Salas and Wilson",2.7,50
2729,Hall PLC,2.9,301
2730,"Leonard, Soto and Torres",4.2,21
2731,"Aguilar, Allen and Cruz",1.8,102
2732,Lyons Group,0.3,171
2733,Clayton-Cox,3.6,107
2734,Olsen Group,0.1,288
2735,Morton Group,4.5,382
2736,Barr Inc,3.8,184
2737,Cooper Inc,4.5,348
2738,Davis and Sons,1.1,373
2739,Garcia-Coleman,1.8,192
2740,Mclaughlin-Jackson,0.4,81
2741,James-Curtis,1.9,346
2742,Anthony-Small,2.3,195
2743,Morrow-Hanna,1.8,225
2744,Hamilton PLC,5.0,134
2745,Ayala-Campbell,4.6,362
2746,Johnston Ltd,4.5,281
2747,"Camacho, Walker and Odom",3.9,33
2748,"Jimenez, Briggs and Hernandez",0.0,91
2749,"Bernard, Spencer and Patterson",1.0,44
2750,"Ruiz, Reed and Harper",3.5,224
2751,"Adams, Cooper and Payne",2.0,155
2752,"Santiago, Stewart and Riley",4.3,341
2753,Richard PLC,4.5,4
2754,Gibbs Inc,2.0,270
2755,Johnson Group,1.3,381
2756,Davis-Arnold,0.2,39
2757,Valdez-Hooper,3.9,30
2758,Sanford LLC,0.3,361
2759,Ferrell Group,2.0,173
2760,Bright and Sons,1.3,287
2761,"Pope, Ho and Crane",1.8,24
2762,Reynolds LLC,2.3,350
2763,Freeman LLC,2.0,106
2764,Walker Inc,3.9,173
2765,Olsen Ltd,0.1,241
2766,Hall and Sons,2.2,75
2767,"Johnson, Jones and Kim",3.1,191
2768,Chambers PLC,2.9,263
2769,"Hunt, Mcdonald and Wilson",4.2,73
2770,"Kennedy, Rodriguez and Long",3.8,211
2771,Rodriguez Group,4.9,370
2772,Duran Group,1.5,292
2773,Goodman-Ray,2.6,108
2774,"Smith, Villanueva and Sullivan",3.5,253
2775,"Woods, Miller and Espinoza",3.8,176
2776,Cook LLC,2.0,98
2777,"Black, Brooks and Jackson",4.8,45
2778,"Ewing, Gomez and Wilkerson",4.5,346
2779,Archer Group,4.4,253
2780,"Walker, White and Robinson",4.2,61
2781,Hughes and Sons,1.9,351
2782,Morris-Anderson,1.4,220
2783,Valdez-Butler,0.1,121
2784,"Bryant, Thompson and Gill",4.3,215
2785,Hill-Jackson,1.8,344
2786,George-Blair,1.3,380
2787,Buckley-Flores,1.3,193
2788,Gross-Thomas,2.4,190
2789,"Smith, Wang and Archer",4.0,1
2790,Wolf Ltd,2.8,152
2791,Wright-Page,2.5,151
2792,Wright Ltd,3.3,35
2793,Stein Group,3.0,78
2794,Perez-Page,4.5,139
2795,Case Group,4.7,334
2796,Keller-Hall,3.6,326
2797,"Watkins, Wright and Foster",1.0,396
2798,"Pope, Hansen and Davis",3.4,87
2799,Weaver Group,0.4,167
2800,"Berry, Smith and Wood",4.3,324
2801,Moran-Mcmahon,3.1,282
2802,Paul Group,1.6,38
2803,"Ashley, Barajas and Sullivan",3.2,400
2804,"White, Gregory and Johnson",4.0,350
2805,Wilson-Walker,0.3,279
2806,Cruz-Lambert,4.7,279
2807,Roman-Smith,4.3,27
2808,"Brown, Le and Nichols",2.3,77
2809,"Gonzalez, Harrington and Lawson",0.1,249
2810,Brooks Inc,4.0,386
2811,Merritt-Hill,4.0,122
2812,Crosby-Rivera,3.0,258
2813,Thompson-Phillips,2.3,227
2814,Adams LLC,3.5,186
2815,"Clark, West and Munoz",3.7,4
2816,"Owens, Patterson and Orr",4.9,329
2817,Cummings Ltd,2.0,67
2818,Baird-Myers,4.7,200
2819,Gutierrez-Avery,3.7,342
2820,"Horton, Moore and Martin",2.0,169
2821,Giles PLC,1.7,232
2822,"Villegas, Russell and Oliver",0.5,247
2823,Paul Inc,2.2,163
2824,Harmon and Sons,3.9,367
2825,"Rodriguez, Barrett and Moore",3.1,108
2826,Huber Ltd,4.7,342
2827,"Roberts, Khan and Simmons",2.1,213
2828,"Harrison, Brown and Davis",0.5,347
2829,Jensen Group,3.2,244
2830,"Dorsey, Williams and Monroe",0.4,188
2831,Green-Ford,4.5,279
2832,"Hernandez, Avila and Soto",2.8,169
2833,Miller-Salazar,2.2,109
2834,Perez-Perkins,2.1,109
2835,"Torres, Martinez and Hill",1.0,367
2836,Smith-Casey,0.4,398
2837,"Brooks, Green and Williamson",4.7,266
2838,Hammond-Smith,0.9,288
2839,"Lewis, Francis and Walls",2.7,314
2840,"Allen, Ramirez and Sanchez",4.1,330
2841,Ortiz-Brewer,3.7,347
2842,Rodriguez-Martin,4.9,142
2843,Martin-Odom,3.3,303
2844,"Anderson, Thomas and Edwards",4.0,222
2845,Martinez and Sons,0.0,296
2846,Jones-Richardson,2.0,302
2847,Velez-Wallace,0.7,54
2848,Webb PLC,1.1,165
2849,Holt-Jackson,5.0,14
2850,"Salas, Williams and Blackburn",0.9,276
2851,Oconnor-Stevenson,0.5,349
2852,Moon Ltd,2.5,130
2853,Donovan Ltd,1.8,141
2854,Turner Inc,1.2,116
2855,"Davis, Spears and Oconnor",2.4,306
2856,"Henry, Lopez and Armstrong",3.0,39
2857,Davis-Cortez,1.8,225
2858,"Johnson, Elliott and Juarez",3.6,151
2859,Clayton PLC,2.7,279
2860,White-Ritter,0.5,286
2861,Stanley PLC,2.1,361
2862,Elliott LLC,2.5,52
2863,Gilbert Ltd,1.9,315
2864,Parker-Torres,0.1,318
2865,Sanchez-Reed,2.2,32
2866,"Howard, Smith and Hoffman",4.6,182
2867,"Ellis, Hurst and Schwartz",4.2,241
2868,Flowers-Doyle,1.9,43
2869,"Lee, Nelson and Hurst",1.5,310
2870,Adams Group,0.1,224
