1476,Port Brianview Village,2,3,2267,https://adams-lee.net/,44337 Davenport Lake,West Richard,19,23593,41.1417895,-45.342260
1477,North Robert House,2,1,7147,http://lopez.info/,854 Benjamin Parkways Suite 450,Caldwellville,13,50812,-74.4169595,-99.969483
1478,Brookeville Views,2,3,9918,http://www.allen-williams.com/,832 Goodman Orchard,North John,14,13045,69.2531355,119.703351
1479,Davisside Park,1,1,2965,https://www.hernandez.com/,012 Adam Island Apt. 132,West Ryan,24,30644,25.0977165,-83.909266
1480,East Stephanie House,2,3,4951,https://dorsey.com/,100 Hall Pike Apt. 546,Tinahaven,50,15213,-42.136734,-139.998210
1481,Loveton Court,1,2,973,http://fuentes.com/,4394 Lisa Extension,Lindamouth,25,06129,11.965325,115.952632
1482,East Joyce Court,1,2,442,http://harper.com/,267 Parker Terrace,Danielfort,31,39669,64.375234,-2.686291
1483,West Samantha Living,2,3,6245,https://www.marshall.com/,717 Kayla Turnpike,Carmenborough,1,99373,86.6328955,-23.900957
1484,West Shawntown Place,2,2,5653,https://www.doyle.com/,16989 Tim Village,West Sara,42,64618,79.6388455,119.280776
1485,North Donald Square,1,2,8628,http://rollins-peters.com/,1831 Scott Ville,Lake Jessicashire,38,38286,-86.6794995,-84.743407
1486,East Connorview Court,1,3,2135,https://hart.com/,018 Michael Inlet,Michaelborough,41,14924,3.948707,29.380475
1487,Stephaniechester Place,1,3,3653,https://www.poole.com/,30589 Joseph Place,North Bryanburgh,18,21091,8.8487875,-141.403211
1488,Dawsonmouth Living,1,1,373,http://www.andrews.com/,75859 Alvarado Fall,Mayermouth,46,01183,-21.3012645,-42.651531
1489,Shawnburgh Apartments,1,3,1638,https://www.hawkins-simpson.biz/,2661 Fisher Well Apt. 136,New Katiehaven,21,63281,38.8491895,-72.180439
1490,North Christinetown Square,2,1,7119,https://wells.com/,673 Mark Manor Suite 009,North Patricia,56,92457,-88.8383975,-70.510928
1491,Sellersstad Square,2,1,2695,https://www.norris.com/,4240 King Fort Suite 253,East Thomas,31,58842,-76.7047755,133.950719
1492,East Matthew Place,1,1,5824,http://cole.com/,17408 Katrina Streets Suite 358,Brandyberg,17,60776,-85.781094,-103.348225
1493,East Robertmouth Place,1,2,892,https://young-lopez.com/,74636 King Junctions Apt. 251,Lake Sallyview,50,23722,84.1349965,-95.691124
1494,South Karaborough Square,1,3,157,http://www.valencia.com/,9606 Nguyen Haven,Steventon,28,80282,61.839138,66.618433
1495,Haydenport Homes,1,2,4872,http://hart.info/,3144 Hinton Neck Apt. 104,Tonyaborough,28,20595,88.669618,85.761398
1496,Port Isaac Village,1,1,5037,https://www.ross.com/,029 Rebecca Landing Suite 713,Jacobside,38,24746,26.9691855,-119.415115
1497,Frenchchester Villas,1,3,3088,https://lopez.com/,72230 Stephanie Throughway,Emmashire,53,05900,41.7074335,-128.518777
1498,Stephensontown Views,1,1,2473,https://www.warren.net/,9056 Anna Burg Apt. 291,West Amber,48,49934,-6.6565705,-150.696095
1499,West Melanie Homes,1,1,3688,https://cortez-martin.info/,71323 Sandoval Well Suite 806,Karenville,10,40242,-59.1233255,-164.475318
1500,Port Stephanie Living,1,3,10274,https://www.martinez.info/,99741 Brian Trail Apt. 185,South Philipville,25,77587,-78.0612965,160.569273
1501,New Sherry Village,1,2,8882,http://www.marshall.com/,57534 Oconnor Alley,West Stevenhaven,31,89413,-55.554696,-146.544875
1502,East Christopher Court,1,2,4065,https://www.pena-jones.org/,1191 Hamilton Mountains,East Alexanderland,30,93950,-7.424903,26.134339
1503,Middletonborough Court,1,2,3846,https://rodriguez.biz/,126 Daniel Loop Suite 225,New Crystalview,55,72535,-53.456770,129.703116
1504,Peckside House,1,2,7555,http://anderson.com/,4953 Michael View,South Joshua,13,63086,42.966975,-43.293200
1505,Port Joshualand Units,1,3,5627,https://perez.com/,31788 Elizabeth Mission,Lake Maryside,43,28334,-25.789083,118.621676
1506,Woodsstad Homes,1,2,7435,http://www.mcknight-sawyer.com/,14794 Morgan Isle,Carterfurt,32,59434,29.083356,-179.918247
1507,Lake Eric Village,1,2,10912,https://huff.info/,266 Jessica Junctions,New Dylanhaven,39,86151,-50.544444,56.470461
1508,Carlosland Village,1,1,4478,https://soto.com/,239 Morgan Row Apt. 172,West Michael,8,01933,65.7117505,-14.417241
1509,Kelleyburgh Square,2,1,9642,https://www.chen-gilbert.info/,1304 Christine Shores,Port Teresaton,41,11408,27.355190,101.546847
1510,Alexandriaview Place,2,2,1456,https://www.foster.com/,70994 Thomas Mills,East Margaret,17,25633,-23.0317695,-164.200302
1511,West Mark Village,2,1,2721,https://becker-pham.org/,2363 Adam Islands Suite 126,North Mark,15,32394,-38.2414915,-108.292742
1512,Farleychester Square,1,3,10672,https://www.anderson.biz/,501 Martin Terrace,Huntermouth,19,12652,26.355118,-16.013938
1513,South Amandafurt Views,1,2,8418,http://sandoval-richardson.com/,34577 April Shore Suite 242,West Ryanport,55,13720,56.271469,42.223153
1514,Elizabethville Villas,2,3,10194,https://miller-butler.org/,09676 Michael Locks Suite 350,Anthonyton,56,55079,70.2978715,176.026266
1515,Turnerview Units,2,1,8398,https://www.bowers-fox.com/,2879 Santiago Junction,West Leeborough,16,85884,-75.9248785,-78.478935
1516,North Dustin House,1,2,6328,http://miller.com/,332 Teresa Land Suite 553,Lake Jeremy,40,29030,-48.2232845,-122.541590
1517,Whitneytown Views,2,3,7099,http://morgan.biz/,9133 Leach Coves,Royside,24,22572,35.5747065,-166.154965
1518,Port Sherriport Living,1,3,9884,http://www.white.biz/,544 Christopher Junction,North Jeffery,40,77356,-62.4826575,144.897505
1519,Andersonfort Views,2,2,10341,https://www.allen.com/,96430 Smith Canyon Apt. 779,Anthonyview,12,92173,38.080101,14.399638
1520,West Thomaschester House,2,1,2229,https://norton-phillips.com/,04651 Amanda Meadows,West Jeremychester,29,68947,74.120156,98.267713
1521,Haasville House,1,3,2879,http://www.sparks.com/,6678 Norton Ports,Clarkville,30,66887,4.7619615,-130.382551
1522,East Ryan Villas,1,1,1632,http://www.mckenzie.info/,84553 Hunter Rapids,East Lisaton,55,04675,55.8730725,68.589099
1523,North Janice Court,1,1,5153,https://sawyer.org/,89951 Brandon Fort,West Jasonland,41,86261,-63.8457425,-2.833878
1524,Lake Kelly Apartments,1,2,2533,https://graham.com/,20516 Laura Centers,Jessicamouth,14,48498,33.349013,137.264369
1525,Perkinsport Homes,2,1,9265,http://www.salazar.com/,507 John Loaf,East Loganstad,40,09383,72.299955,100.974982
1526,Lake Monicaport Villas,2,1,6692,http://boyer.com/,79677 Zamora Gateway Apt. 560,Lake Josefort,15,09079,-63.3747655,-153.740727
1527,East Stevenburgh Park,2,2,9035,https://bryan.com/,49195 Caitlin Mission Apt. 769,Carsonstad,16,92286,63.6724185,-76.294005
1528,North Lindsayborough Place,1,3,2747,http://www.brooks.com/,307 Smith Lakes,Kennethborough,56,59565,49.2185665,153.049653
1529,Pattonberg Square,1,1,1361,http://valenzuela.biz/,334 Russell Square Suite 475,Spencershire,10,21909,58.789117,-13.233928
1530,Lake Sabrinaberg Units,2,1,5947,https://www.shaffer.com/,487 Roberts Mountains Suite 863,New Crystalton,54,58230,-20.0050495,72.605901
1531,West Matthewfort Court,1,1,1108,https://www.parsons-hess.biz/,974 Donna Ridges Apt. 566,Shannonhaven,55,83229,79.685033,-172.730171
1532,Cunninghamfurt Court,1,1,3560,https://www.mooney.com/,9711 Joshua Drive,East Toni,36,21277,-21.957977,52.482823
1533,Parkfurt Villas,1,2,6446,http://adams.com/,4804 Bianca Pass,Sanchezchester,15,23863,62.1699345,103.600004
1534,New Margaret Living,1,3,1383,http://torres.biz/,72190 Vanessa Branch Apt. 966,Johnchester,56,41542,60.762505,-120.593993
1535,Wayneton Park,2,1,315,http://www.garcia-beard.org/,216 Kim Garden,Port Joseph,37,40659,75.1731845,-57.953958
1536,Sandrahaven Park,1,1,5854,http://www.williams.biz/,19781 Katie Wall,South Jeffreymouth,1,92128,41.9946865,73.469452
1537,Port Michaelhaven Place,2,3,4908,http://moran.com/,4834 Clark Terrace Suite 442,Josephport,10,72246,24.023199,-122.223133
1538,Nelsonborough Park,2,3,5657,https://www.johnson-bryan.com/,871 Cook Neck Suite 761,West William,43,79701,14.7404265,51.750289
1539,South Gail Court,2,1,9676,http://gardner-ramirez.com/,37805 Clarke Tunnel,Josephtown,26,97441,-44.414063,-132.199463
1540,East Nathanielshire Apartments,1,3,901,https://www.brown.info/,1498 Wolfe Park Apt. 383,Lake William,13,51535,41.6100015,7.687212
1541,Williamside Park,2,2,1399,https://petty-cisneros.com/,4717 Reyes Overpass,Port Brad,10,01831,54.9439375,143.316420
1542,Griffinberg Court,1,2,5770,https://baird-odonnell.com/,28189 David Course,Kennethhaven,43,55314,68.143596,7.578889
1543,Campbellland Place,2,3,1263,https://taylor.org/,72486 Jones Fords,Kyleside,51,25312,74.336627,46.445531
1544,North Stevenhaven Homes,1,1,4778,https://taylor.biz/,8236 Cameron Land,Alexisborough,3,19672,89.1086445,85.422367
1545,Lake David Apartments,1,2,1574,https://harris.com/,8732 Leach Ridges Suite 730,Michelleborough,30,76739,23.2890965,126.031271
1546,Clarenceside House,1,1,8645,https://www.cruz.com/,74464 Ronald Terrace Suite 145,Brianport,52,60511,-23.528421,-35.044913
1547,Maryborough Homes,1,1,1943,http://jones.com/,752 Young Greens Apt. 354,Hectorfort,1,65903,-66.406186,-109.144762
1548,Sheilabury Court,1,3,3340,https://www.hoover.org/,001 Montgomery Street,Henryhaven,54,06107,77.4447045,-126.404521
1549,Jessicaside Court,1,3,8858,https://ortega-brady.com/,779 Walter Dale,Williamsberg,36,36102,11.449781,12.783976
1550,Lorraineshire Apartments,2,1,2319,http://www.williams.com/,58115 Wilkinson Loop,Joshuamouth,37,13520,25.2443355,168.224362
1551,Port Adam Village,2,2,9247,https://www.duncan.com/,77828 Hall Causeway Apt. 007,East Christopher,27,26367,14.0881635,95.148425
1552,East Joel Units,1,1,861,https://may.net/,55633 Thomas Underpass Apt. 900,Lake Maria,24,67272,-18.908830,17.654270
1553,Audreyville Square,2,2,3394,http://www.pruitt.com/,718 Richard Port Apt. 937,East Kaylaburgh,19,92541,-26.842747,64.537292
1554,Michaelland Village,2,3,2838,http://lewis.net/,222 Lester Plaza Apt. 008,New Christinafurt,21,23935,10.912193,15.259496
1555,Elizabethfurt Square,2,2,1256,https://zamora.com/,70433 Schultz Ville,Michaelhaven,30,18352,32.8282875,79.928911
1556,Port Katherineport Court,2,1,9941,http://www.kelley.com/,664 Raymond Cliffs,Port James,24,13422,-29.1136725,-157.493170
1557,Olsenfort Place,1,2,3597,http://www.moore-kerr.com/,91543 James Place,New Kathryn,14,83746,-58.4135435,172.839283
1558,West Kristinamouth Units,2,2,6214,http://www.roach-roberts.com/,431 Breanna Isle,Susanburgh,54,79215,3.9390505,13.926561
1559,New Nataliemouth House,2,3,243,http://www.moreno.com/,530 Charles Roads Suite 570,Heathfurt,47,10382,-81.6443615,-163.339748
1560,Nicholasland House,2,1,2287,http://collins.com/,006 Lisa Common Apt. 529,Maureenville,6,87019,-89.795524,-12.402255
1561,West Julie Homes,2,3,3792,http://cole.net/,510 Brandon Crescent Suite 290,Nguyenville,7,37983,22.604233,139.610145
1562,New Jacqueline House,1,2,8100,http://grant.com/,86960 Carter Fields Apt. 746,Lake Jamesland,21,07606,40.213270,101.464333
1563,Alexanderfurt Views,1,1,4306,http://www.pollard.info/,25703 French Square,Claytontown,53,71242,67.462948,122.621137
1564,South Shawn Villas,1,2,1015,http://www.jones-chapman.org/,44890 Amanda Villages,West Zachary,56,69082,-65.884271,131.068018
1565,Clarkmouth Units,2,2,6351,https://www.patterson.com/,6776 Crystal Cliffs,Margaretville,29,69786,66.598345,7.461521
1566,Keithland Court,2,3,4546,http://allen.com/,9527 Desiree Divide,South Jeremyview,23,67518,-80.084756,36.400791
1567,West Ashleyfurt Place,2,3,5473,http://graham.info/,1310 Short Mountain Suite 446,New Eric,40,74365,3.862137,-7.579050
1568,South Dianefort Place,1,3,5019,http://phelps.com/,8146 Vargas Summit,East Joelberg,47,09791,46.8393365,149.489002
1569,Lyonsborough Homes,2,1,9943,https://www.anthony.info/,684 Reynolds Pines,New Teresa,48,52690,-53.857575,115.969622
1570,Lisaport Square,1,1,725,http://www.pennington-young.com/,753 Butler Passage Apt. 335,Williamston,8,74575,17.9965505,125.694217
1571,South Christopher Village,2,1,2556,https://garcia-jimenez.com/,2154 Santos Knoll Apt. 691,Port Martin,53,90222,82.388237,133.548279
1572,Mcknightshire Square,1,2,8266,https://richard.com/,52829 Obrien Plain Apt. 422,Ryanfort,21,95188,-4.593868,-162.775383
1573,East Josefurt House,2,3,1538,http://www.kelly.info/,037 James Cape Apt. 522,Lindsayport,40,51081,53.2090025,-157.168299
1574,Jaimeburgh Place,1,1,1477,https://pugh.org/,04593 Cummings Drive,North Dylanberg,18,16224,-1.2390665,50.271525
1575,Lake Chloeview Apartments,2,1,903,https://www.harris.com/,5768 Jessica Curve,Rodriguezton,2,52433,0.4338415,-162.371433
1576,Jerryfurt Villas,2,1,3729,https://johnson.biz/,834 Justin Burg Apt. 028,Walkerview,10,69739,-52.760184,45.652062
1577,Port William Park,1,1,7158,http://wiley.com/,619 Gina Plaza,Scottmouth,32,76931,-65.2221505,146.040316
1578,Tracyton House,2,1,2539,https://farley.com/,665 Mary Motorway,Caitlinberg,53,20992,59.018032,21.714378
1579,Natalieport Apartments,1,3,4994,http://valdez.com/,0074 Baldwin Port,Grantchester,41,11949,42.7544195,-173.996462
1580,Kaiserstad House,1,2,5423,http://james.biz/,8816 Mcdaniel Avenue Suite 245,South Dawnhaven,34,92469,57.5624545,-171.192493
1581,Hopkinsburgh Village,2,3,8,http://www.dickerson.com/,34320 Thomas Park Apt. 271,Carterstad,16,70510,29.5360005,50.920376
1582,Port Connieborough Square,2,3,10668,http://montoya.net/,773 Brian Divide,Lake Monique,2,83373,-48.214389,124.464163
1583,Haleyton Village,2,2,1111,https://www.daniel.com/,77092 Hall Overpass Suite 730,Kellyburgh,22,45728,-48.838562,119.146113
1584,Leeshire Homes,2,1,4909,http://www.allen.com/,6015 Luna Common,Warrenborough,3,24911,-44.9390405,-91.785118
1585,Bowenmouth Living,2,2,1355,https://www.monroe.info/,57526 Stephens Cove Suite 389,Michaelchester,51,74888,-33.4391035,165.167780
1586,Bensonberg Park,1,1,8389,http://sanders.com/,627 April Crest,Lake Janebury,13,76526,10.566280,139.941939
1587,Fernandezstad Units,2,2,9612,http://www.west.com/,926 Moses Fall,Port Marioview,13,64774,-84.819352,64.158064
1588,Kimland Place,1,3,5903,https://cruz.org/,0295 Hunter Oval Apt. 089,Taylorchester,20,41886,73.762502,53.363511
1589,North Denise Living,1,3,351,http://www.patton.biz/,13289 Blair Turnpike,Sawyerberg,55,32821,-48.029281,-89.217461
1590,Avilaview Units,2,1,2310,http://baker.biz/,902 Jason Knoll,New Cynthia,28,46113,-27.3506655,-39.120168
1591,Gravesview Court,1,3,9880,https://gordon-johnson.biz/,47907 Mary Cliffs Suite 422,Morganburgh,44,72455,45.781527,-145.852992
1592,North Davidfort Apartments,2,2,6824,https://www.kim-fuentes.biz/,89538 Angela Cliff Apt. 505,Nelsonland,25,11164,12.950851,93.701473
1593,Sanfordville Villas,2,3,3851,http://www.gonzalez.biz/,2127 Lee Hills,Ryanside,26,28195,-55.593783,54.892817
1594,South Lori House,2,3,2638,http://wilson-hernandez.com/,33820 Ochoa Ramp Suite 835,North Brandon,55,57446,17.6400835,-80.395690
1595,Josephshire Apartments,2,1,2170,https://lewis-alvarado.com/,04633 Adam Stravenue,West Tonya,33,93452,75.9329155,-59.261184
1596,South Rebecca Place,1,3,5290,https://www.williams-warren.com/,0245 Raymond Motorway,North Jose,40,31150,34.2348385,-88.307512
1597,Shannonstad House,1,1,9684,https://www.terrell.com/,227 Beth Fork Apt. 919,Port Chadshire,26,42632,-34.502010,-95.737654
1598,North Alexischester Square,1,3,1758,http://www.parsons.biz/,255 Zimmerman Mountain Apt. 986,Port Dawn,56,50056,-88.037132,-110.400790
1599,Lake Jacob Villas,1,3,6656,https://www.love.com/,8526 Bowen Corners,Castilloburgh,54,42671,-82.6286075,107.225475
1600,Lake Mark House,1,2,2293,https://clarke.info/,789 Katherine Squares Suite 038,Port Edwardshire,17,46381,-42.625142,30.897149
1601,North Herbertmouth Village,1,3,148,http://www.lambert-brown.com/,870 Jason Trail Suite 317,Gilbertville,55,11951,81.314270,106.509796
1602,Bellmouth Court,1,1,6365,https://www.bradley-hansen.com/,341 Gary Mountains Suite 073,South Sandra,8,78623,36.3880305,-34.923176
1603,Foxton Views,2,2,2659,https://johnson.com/,48128 Murillo Street,South Katherineside,2,92951,-6.328983,7.418659
1604,North Kelli Units,1,1,6550,http://wright-anderson.com/,93702 Alex Meadows,East Manuelfort,47,66557,-73.7865825,-41.240428
1605,Whiteheadhaven Units,2,1,7163,http://jones-clements.org/,03708 Green Extension Suite 371,Hoodmouth,5,47725,15.0763645,132.880541
1606,Vargasburgh Villas,1,1,576,https://www.dillon.com/,247 Jessica Burg,Lindafort,25,95973,-15.4912695,149.966507
1607,Wilsonton Court,1,2,925,https://smith.biz/,383 Ann Avenue Apt. 567,Chadmouth,24,28829,-66.614277,74.187255
1608,North Rebecca Court,1,3,5003,https://www.keith.com/,823 Collins Ferry,Lake Karaberg,12,06014,36.985636,-107.939297
1609,South Glennville Square,2,3,10974,http://www.white-nielsen.info/,971 Christensen Drive,Hudsonberg,3,02889,41.387246,119.535934
1610,Lake Elizabeth Court,1,1,2661,https://marshall.org/,990 Robert Fall Apt. 530,West Jonathan,12,38680,0.550490,118.288541
1611,North Danielmouth Homes,2,2,583,https://moyer.com/,237 Rivera Summit,East Christinaton,52,80446,88.6465265,109.229891
1612,North Rachel Homes,1,2,8485,https://wu.com/,3515 Holmes Terrace,Nathanfurt,47,56287,29.9178755,176.154206
1613,Christopherstad Homes,1,3,3178,http://johnson-lee.com/,49318 Andrew Port Suite 983,Stephenberg,11,69246,-13.0085905,-177.796513
1614,West Anne Apartments,1,1,9331,https://www.turner-rivera.com/,9232 Paul Stravenue,Port Sarastad,21,38020,-17.8081615,-41.248569
1615,West Leahhaven Views,2,2,8813,https://valenzuela-peterson.net/,6834 Patterson Fork,Wagnermouth,3,33054,36.734141,46.909579
1616,East Craig Square,2,1,10729,https://www.dominguez-ingram.com/,490 Leach Islands,North Sydneymouth,10,63974,19.587998,-31.410227
1617,East Michaelberg Square,1,3,5266,http://smith.info/,618 Alex Inlet,Janicefurt,52,53263,1.5342595,-32.196143
1618,South Sarah Apartments,1,2,10446,https://www.jordan.com/,88583 Samantha Tunnel Suite 491,Lake Mary,22,63039,35.612764,-75.949862
1619,West James Living,2,2,3498,http://www.ramirez.com/,5935 Tara Meadow Suite 492,East Erin,1,55568,45.396673,-132.518234
1620,New Christianbury Apartments,1,1,4358,https://www.juarez.com/,3397 Heather Corner,Lake Jenny,35,31006,82.936247,126.506721
1621,Ashleystad Homes,2,2,2746,http://brooks.com/,8634 Robinson Rapid,Edwardsburgh,55,37628,11.531856,109.326920
1622,Isabelmouth Apartments,2,1,1002,https://www.brooks.biz/,70283 Cynthia Lock Suite 921,Fernandezland,46,45864,-77.296026,84.838507
1623,Kimberlyberg Units,1,1,8011,https://baker.org/,0303 Simon Plains Suite 641,Vasquezview,30,46484,3.5624365,-33.105905
1624,Taylormouth Square,1,2,859,https://ellis.com/,3076 Elliott Plain,North Melissaland,40,25677,48.5456815,105.024476
1625,Kellertown House,1,3,10816,https://howard.com/,931 Hill Flat,East Stephen,23,22583,74.4896945,-20.115601
1626,Rodriguezshire Apartments,2,1,4851,http://morgan.com/,44081 Clark Well,New Katherineside,36,41208,-15.0983735,-82.668149
1627,North Gregorychester Apartments,1,2,4537,http://williamson-odonnell.com/,722 Amanda Forest Suite 475,Jameston,40,33480,86.302932,174.959407
1628,Ibarrastad House,1,3,3740,https://brown.net/,560 Andrew Estates Apt. 675,Chelseastad,16,16847,-61.986740,-136.060950
1629,Coxmouth Square,1,3,9886,http://www.irwin.com/,337 Nelson Walk,Mcfarlandborough,41,59019,16.7366175,-140.805237
1630,Port Conniechester Square,2,1,2630,https://king.com/,89944 Derrick Union Apt. 988,Shawnmouth,8,21209,56.1495095,143.536583
1631,South Danielleside Living,2,2,10204,https://www.marshall-hayden.biz/,60539 Morgan Flats,East Ebonyview,8,62497,85.4276425,-99.042141
1632,Wrighthaven Square,1,2,9153,http://travis-rose.com/,656 Vasquez Crescent,Lake Josephside,34,98775,-76.130854,-79.230737
1633,East Corey Homes,1,3,4759,http://mcguire-diaz.com/,892 Kelly Heights,South Rebecca,32,41323,14.833474,-44.854706
1634,Kennethmouth Units,1,1,4994,https://mcdaniel.info/,7613 Sexton Junctions,Pamelaport,50,89402,23.197520,134.631911
1635,Johnsonborough Apartments,2,2,4300,http://smith.com/,86677 Richard Ports,Williamsborough,3,84186,-29.4703855,-167.312028
1636,Thomaston Apartments,1,3,8000,http://morse.info/,32397 David Loaf Apt. 676,North Paige,46,60098,-7.276524,-86.015092
1637,Grantview Village,2,2,3246,http://www.king.com/,28080 Carlson Flat Suite 858,West Racheltown,32,13006,-31.7337955,49.450331
1638,Terrystad Villas,2,2,8229,http://martin-dennis.com/,45407 Rice Prairie Apt. 682,Amandafort,12,09152,89.453084,-9.148061
1639,Susanshire Homes,1,3,2432,https://mejia-harper.com/,863 Stephanie Garden Apt. 525,Davidbury,26,74719,-54.8988645,29.577567
1640,Staceytown Village,1,1,10853,https://www.massey.com/,18488 Marshall Courts Apt. 759,North Sarah,3,59645,-48.3833705,150.869041
1641,Kellyland Park,2,2,9006,http://www.lindsey.com/,8120 Rubio Cove,New Danielview,13,04972,-72.779342,157.457478
1642,New Michaelmouth House,2,1,4620,https://cooper-rogers.com/,63902 Blake Ports,South Yolandahaven,11,60216,-47.199140,52.201001
1643,Smithville Homes,1,1,7221,http://moore-wilson.com/,9740 Wright Squares,Lake Tinaton,46,96499,-73.6672025,-135.349406
1644,Robertfurt Views,1,3,1408,http://www.vincent.org/,2916 Smith Motorway,West Ryan,14,41571,76.743480,153.929205
1645,Lake Richardchester Villas,1,2,10311,http://thompson.com/,28919 Sonya Crossing Suite 647,North Douglasburgh,37,84206,26.9867255,78.311879
1646,Thompsonburgh Apartments,1,1,7823,https://www.little.com/,610 Barnett Mission,New Blakeburgh,19,37369,65.619268,-79.142703
1647,New Jacobton Living,1,3,1673,https://www.willis.net/,84072 Hanson Terrace Apt. 229,Wrighttown,4,25907,37.055162,129.692722
1648,Sierramouth Court,2,3,10137,http://www.smith.com/,6938 Davis Villages,Deborahchester,47,49459,49.6837105,-175.573448
1649,New Kimberlyside Homes,2,1,3730,http://johnson.com/,79113 Johnson Cove Apt. 362,Fieldsberg,37,78259,24.1385525,-6.112651
1650,Sheilaport Homes,1,1,10041,http://mullins.info/,6500 Greg Pines Suite 793,West Emilychester,18,42937,-80.957193,123.535172
1651,Lake Elizabethfurt House,2,2,6175,https://www.phillips.com/,92656 Davis Ranch,New John,54,93026,-31.7798825,102.686532
1652,Manningland Place,1,1,4558,http://garcia-turner.biz/,91235 Robert Via,Colemanfort,32,50199,50.4565835,-100.167398
1653,Jefferyville Village,1,3,9723,http://www.clark.com/,97442 Smith Turnpike,Port Karenton,20,03979,-46.4737765,101.010482
1654,Port Stephen Park,1,3,5678,http://kennedy.org/,695 Reilly Plains Apt. 476,Elizabethbury,39,01263,-21.5752145,-101.499314
1655,Port Kyle House,2,3,4852,https://elliott.biz/,717 Carson Junctions Apt. 238,West Richard,7,85450,54.103829,-19.458292
1656,Johnberg Apartments,1,3,8057,http://wells-wilson.com/,06301 Winters Lock Suite 533,Port Jillside,36,83819,-56.0648905,53.914679
1657,Paigetown Views,1,1,6722,http://newton.com/,15083 Kaufman Plains Apt. 227,South Vicki,27,05977,-15.871057,-75.402121
1658,East Sydney Villas,2,2,10186,http://welch.com/,249 Kevin Mountains,Leburgh,24,58659,-87.3181995,11.447325
1659,Port Rebecca Units,1,3,3000,https://www.valenzuela.com/,972 Wanda Falls,New Christineshire,2,60807,65.488080,140.468722
1660,East Kevin Court,2,3,9709,https://www.gomez.org/,77880 Hill Summit,Brittanyshire,11,26173,36.897778,138.570054
1661,South Gabrielle House,1,3,2198,http://www.whitehead.net/,1918 Jones Tunnel,Angelfurt,36,77738,36.547233,117.757279
1662,Lamville Homes,1,2,6644,https://www.brennan.com/,15140 Richardson Mountains Apt. 536,Murphyburgh,47,85672,-40.3386975,76.676860
1663,South Rebeccabury Court,1,2,8692,http://mitchell.info/,868 Stewart Ford Apt. 125,Lutzside,28,38319,-1.8712295,49.091859
1664,Ruizfort Park,2,2,764,https://hartman.biz/,5867 Snyder Spurs,West Tammy,53,30831,-50.0893465,-93.097882
1665,Connerberg Villas,2,1,1290,https://www.hester.net/,554 Lee Square,Georgeview,38,30345,57.7312255,44.803713
1666,South Sara House,2,2,2093,http://www.moss-sanders.info/,88747 Parks Extensions Apt. 947,West Zacharyview,21,44440,27.954432,151.945483
1667,North Michele Place,1,3,9942,https://davenport.net/,712 Ruiz Circles,Clayfort,53,09562,20.510804,-42.338885
1668,East Davidbury Homes,1,1,7110,http://garrett.biz/,2082 Tiffany Plains,East Danielle,48,64904,-85.4872735,-90.313686
1669,Ericmouth Square,2,3,2111,http://rangel.org/,77813 Romero Way Apt. 118,Lake Bethhaven,43,85369,-66.3319285,-93.689185
1670,Mathewsview Village,1,1,6513,https://gamble.com/,12385 Fuller Crossing Suite 305,West Gary,4,65553,73.1330785,-84.068992
1671,Jenniferport Villas,2,2,6634,http://www.schneider-moreno.biz/,6324 Gilbert Islands Apt. 103,Melindaberg,14,25639,63.372944,157.774779
1672,Hutchinsonmouth Units,1,1,8223,https://schultz.net/,0942 Shaw Highway Apt. 414,Dawnport,15,29905,-12.205517,-98.284783
1673,South Gail House,1,1,8431,http://www.farley.info/,9735 Gonzalez Greens Suite 552,Nguyenville,7,58483,-4.1799845,43.833429
1674,New Lori Place,1,1,5757,https://snyder-mccann.com/,6181 Lewis Brook Apt. 673,New Jerryberg,51,61019,7.2482465,125.371954
1675,Jonathanfort Place,1,2,7141,http://fuentes.com/,859 Martinez Tunnel Suite 256,Lake Mikayla,44,14165,82.330649,89.975030
1676,North Kellyport House,2,1,1238,https://baldwin-goodman.com/,0271 Randy Stravenue,West Michellefurt,18,33486,69.6129695,-52.060894
1677,West Diana Homes,1,2,1336,https://www.murphy.com/,179 Murphy Union Apt. 870,New Jessicaton,49,59333,-43.1902835,-22.543554
1678,Kimberlyfort House,1,1,7587,http://gibson.biz/,41516 Steven Burgs Suite 446,Kristimouth,47,34199,26.6427045,126.242018
1679,Jeffreyland Apartments,1,1,7749,https://www.brown.com/,430 Maria Ford Apt. 967,Christophermouth,41,59149,32.7855985,49.046351
1680,Port Robert Homes,1,2,2927,http://brown.net/,85577 Ramos Isle Suite 551,Riosmouth,25,44411,8.8185795,-10.179084
1681,Turnerview Apartments,1,1,5948,https://reyes.com/,649 Christopher Green,South Ryanmouth,18,53559,-29.3447465,99.252133
1682,Tiffanyburgh Village,2,1,9712,http://arnold.com/,3476 Lisa Cliff,Port Courtney,39,56119,-74.387205,96.708748
1683,Woodardfurt Court,2,1,8312,http://www.allen.com/,0220 Colon Crossing,Sharpberg,18,49588,-12.871924,44.325394
1684,Frenchberg Park,2,3,1348,http://www.merritt.com/,3126 Woods Motorway,West Carlosmouth,50,52497,74.0503065,-120.038724
1685,New Timothy Apartments,2,2,2290,http://www.johnson.com/,3516 Christina Junction,Ashleyshire,2,59896,80.967932,-144.391799
1686,Sandramouth House,2,3,6641,https://howell-mitchell.biz/,3407 Tyler Summit,Coxstad,54,31303,73.2375505,89.743255
